"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",54.5787258743288,6891,3.65461001223592,55,1,"null",-1
"bact",51.7001886518647,6891,3.8865737735635,52,1,"null",-1
"euk",53.9303439268611,6891,3.69588805923944,54,1,"null",-1
"viruses",55.8569148164272,6891,3.5404139469382,56,1,"null",-1
"archaea",54.6090552895081,6891,3.62259469171282,55,2,"null",-1
"bact",51.6556377884197,6891,3.77974566364539,52,2,"null",-1
"euk",53.8342765926571,6891,3.74171060336117,54,2,"null",-1
"viruses",55.8424031345233,6891,3.53097119661222,56,2,"null",-1
"archaea",54.6222609200406,6891,3.63497254797183,55,3,"null",-1
"bact",51.6012189812799,6891,3.84451336115713,52,3,"null",-1
"euk",53.8294877376288,6891,3.68881430228026,54,3,"null",-1
"viruses",55.8548831809607,6891,3.60307245080789,56,3,"null",-1
"archaea",54.6965607313888,6891,3.66334585162808,55,4,"null",-1
"bact",51.7088956610071,6891,3.89454690583369,52,4,"null",-1
"euk",53.9658975475258,6891,3.70264460313655,54,4,"null",-1
"viruses",55.8789725729212,6891,3.48117606718097,56,4,"null",-1
"archaea",54.6215353359454,6891,3.64070209970975,55,5,"null",-1
"bact",51.6700043535046,6891,3.84574840925235,52,5,"null",-1
"euk",53.8699753301408,6891,3.66906611261281,54,5,"null",-1
"viruses",55.8001741401828,6891,3.57340279241518,56,5,"null",-1
"archaea",54.6044115512988,6891,3.64712794113257,55,6,"null",-1
"bact",51.6351763169351,6891,3.84297812635566,52,6,"null",-1
"euk",53.8751995356262,6891,3.71062632077125,54,6,"null",-1
"viruses",55.8572050500653,6891,3.5400566969881,56,6,"null",-1
"archaea",54.5967203598897,6891,3.6916389640576,55,7,"null",-1
"bact",51.6775504280946,6891,3.85705236971984,52,7,"null",-1
"euk",53.8296328544478,6891,3.686164241768,54,7,"null",-1
"viruses",55.8617036714555,6891,3.51961543780405,56,7,"null",-1
"archaea",54.6152953127267,6891,3.53212805173889,55,8,"null",-1
"bact",51.6319837469163,6891,3.81621912570684,52,8,"null",-1
"euk",53.8406617326948,6891,3.69566188596833,54,8,"null",-1
"viruses",55.7945145842403,6891,3.54696936503953,56,8,"null",-1
"archaea",54.6180525322885,6891,3.59633570699596,55,9,"null",-1
"bact",51.664199680743,6891,3.77373395106444,52,9,"null",-1
"euk",53.8692497460456,6891,3.67944894792746,54,9,"null",-1
"viruses",55.8470468727325,6891,3.51039897012329,56,9,"null",-1
"archaea",54.5778551734146,6891,3.65891520520455,55,10,"null",-1
"bact",51.7459004498621,6891,3.80558125928257,52,10,"null",-1
"euk",53.852416195037,6891,3.71942118392733,54,10,"null",-1
"viruses",55.859672035989,6891,3.54099571203174,56,10,"null",-1
"archaea",30.4610361340879,6891,22.6817007378246,34,-1,"observed",1
"bact",30.5126977216659,6891,17.5340416942268,30,-1,"observed",1
"euk",37.0297489479031,6891,13.5486271535304,37,-1,"observed",1
"viruses",46.31722536642,6891,11.0284797262553,47,-1,"observed",1
