"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",54.3328519855596,6925,3.68572934896308,54,1,"null",-1
"bact",51.5217328519856,6925,3.80689990504442,52,1,"null",-1
"euk",54.155523465704,6925,3.65032664800324,54,1,"null",-1
"viruses",56.038844765343,6925,3.57402026420514,56,1,"null",-1
"archaea",54.293285198556,6925,3.63629041684361,54,2,"null",-1
"bact",51.4748014440433,6925,3.81404207293785,52,2,"null",-1
"euk",54.193357400722,6925,3.67702624633524,54,2,"null",-1
"viruses",56.0594945848375,6925,3.53540090181387,56,2,"null",-1
"archaea",54.3159566787004,6925,3.63154798726328,54,3,"null",-1
"bact",51.4434657039711,6925,3.90127882022629,52,3,"null",-1
"euk",54.2361010830325,6925,3.65336147628945,54,3,"null",-1
"viruses",56.0127075812274,6925,3.53138281783937,56,3,"null",-1
"archaea",54.3507581227437,6925,3.67892903578673,54,4,"null",-1
"bact",51.4161732851986,6925,3.85842368864169,52,4,"null",-1
"euk",54.1987003610108,6925,3.67283083632898,54,4,"null",-1
"viruses",56.0434657039711,6925,3.49283158010962,56,4,"null",-1
"archaea",54.4020216606498,6925,3.60135837747649,55,5,"null",-1
"bact",51.4036101083032,6925,3.89794176359623,51,5,"null",-1
"euk",54.177761732852,6925,3.62393384203666,54,5,"null",-1
"viruses",56.0024548736462,6925,3.57637148871531,56,5,"null",-1
"archaea",54.3527797833935,6925,3.63100056133642,54,6,"null",-1
"bact",51.4483754512635,6925,3.78011295225504,52,6,"null",-1
"euk",54.214440433213,6925,3.64016516384717,54,6,"null",-1
"viruses",56.0199277978339,6925,3.54367912641599,56,6,"null",-1
"archaea",54.3298194945848,6925,3.60239931187406,54,7,"null",-1
"bact",51.4879422382671,6925,3.83559153796573,52,7,"null",-1
"euk",54.209963898917,6925,3.63655601406201,54,7,"null",-1
"viruses",56.0472202166065,6925,3.52439626103401,56,7,"null",-1
"archaea",54.3321299638989,6925,3.65555734751164,54,8,"null",-1
"bact",51.4437545126354,6925,3.78859576665452,52,8,"null",-1
"euk",54.1494584837545,6925,3.68111310004222,54,8,"null",-1
"viruses",56.0142960288809,6925,3.54193302141405,56,8,"null",-1
"archaea",54.3880144404332,6925,3.64305733199852,54,9,"null",-1
"bact",51.4488086642599,6925,3.77040189953779,51,9,"null",-1
"euk",54.2176173285199,6925,3.69506851017742,54,9,"null",-1
"viruses",55.9754512635379,6925,3.55922546234386,56,9,"null",-1
"archaea",54.3286642599278,6925,3.67045836480944,54,10,"null",-1
"bact",51.507725631769,6925,3.82689478898782,52,10,"null",-1
"euk",54.188880866426,6925,3.59750988697375,54,10,"null",-1
"viruses",55.9883032490975,6925,3.53990318817136,56,10,"null",-1
"archaea",29.3962454873646,6925,23.0315845173898,32,-1,"observed",1
"bact",30.1481588447653,6925,17.387070590478,29,-1,"observed",1
"euk",37.6314801444043,6925,13.0772906635458,37,-1,"observed",1
"viruses",46.1935018050542,6925,11.3837955537887,47,-1,"observed",1
