"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.826,10000,10.0247281019164,55,1,"null",-1
"bact",55.6184,10000,20.1615780722402,54,1,"null",-1
"euk",61.3515,10000,38.2203404902772,55,1,"null",-1
"viruses",55.4822,10000,8.58295111631113,55,1,"null",-1
"archaea",55.7876,10000,9.98598308759947,55,2,"null",-1
"bact",55.6248,10000,19.9488852009849,54,2,"null",-1
"euk",61.3326,10000,38.2657210017057,55,2,"null",-1
"viruses",55.5584,10000,8.72688978391099,55,2,"null",-1
"archaea",55.8393,10000,10.1210433781259,56,3,"null",-1
"bact",55.6425,10000,20.0378902445977,54,3,"null",-1
"euk",61.4312,10000,38.3399642911438,55,3,"null",-1
"viruses",55.4825,10000,8.78593267737132,55,3,"null",-1
"archaea",55.8648,10000,10.0973519603736,56,4,"null",-1
"bact",55.6296,10000,20.1084121368115,54,4,"null",-1
"euk",61.318,10000,38.3739303675449,55,4,"null",-1
"viruses",55.4607,10000,8.61148484740743,55,4,"null",-1
"archaea",55.8449,10000,9.99874199457849,56,5,"null",-1
"bact",55.581,10000,20.0216714020726,54,5,"null",-1
"euk",61.3338,10000,38.3687215507546,55,5,"null",-1
"viruses",55.5531,10000,8.67330980769752,55,5,"null",-1
"archaea",55.8848,10000,10.1354823151232,56,6,"null",-1
"bact",55.6264,10000,19.9793778830588,54,6,"null",-1
"euk",61.3523,10000,38.3551521503911,55,6,"null",-1
"viruses",55.5633,10000,8.53128779242265,55,6,"null",-1
"archaea",55.8773,10000,10.0584075213816,56,7,"null",-1
"bact",55.6228,10000,20.0136896882482,54,7,"null",-1
"euk",61.4006,10000,38.5181656436084,55,7,"null",-1
"viruses",55.5248,10000,8.6143952626156,55,7,"null",-1
"archaea",55.86,10000,10.2195520412782,56,8,"null",-1
"bact",55.5798,10000,20.1240733896739,54,8,"null",-1
"euk",61.3831,10000,38.2688147792489,55,8,"null",-1
"viruses",55.5139,10000,8.61917837230332,55,8,"null",-1
"archaea",55.8916,10000,10.1566315851524,56,9,"null",-1
"bact",55.6626,10000,20.0295152060138,54,9,"null",-1
"euk",61.3622,10000,38.4907308945476,55,9,"null",-1
"viruses",55.5308,10000,8.64022665858201,55,9,"null",-1
"archaea",55.8502,10000,10.0619026107598,56,10,"null",-1
"bact",55.5796,10000,19.9346533172837,54,10,"null",-1
"euk",61.3128,10000,38.3388072659317,55,10,"null",-1
"viruses",55.5306,10000,8.72243496548829,55,10,"null",-1
"archaea",37.6872,10000,25.7216857276437,45,-1,"observed",1
"bact",43.703,10000,27.2231831564591,44,-1,"observed",1
"euk",49.5463,10000,12.0121474132874,48,-1,"observed",1
"viruses",48.5164,10000,14.3911028564229,48,-1,"observed",1
