"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.5453,10000,7.9656319924601,55,1,"null",-1
"bact",55.7582,10000,18.700355694219,54,1,"null",-1
"euk",61.105,10000,37.1719242196987,55,1,"null",-1
"viruses",55.4363,10000,8.00444560384681,55,1,"null",-1
"archaea",55.5584,10000,7.92815710032923,55,2,"null",-1
"bact",55.7066,10000,18.5861254931221,54,2,"null",-1
"euk",61.06,10000,37.2833207292545,55,2,"null",-1
"viruses",55.3881,10000,8.00175488240672,55,2,"null",-1
"archaea",55.4832,10000,7.84289926410423,55,3,"null",-1
"bact",55.7147,10000,18.6723745053211,54,3,"null",-1
"euk",61.0399,10000,37.1429383298734,55,3,"null",-1
"viruses",55.4329,10000,7.85104206307339,55,3,"null",-1
"archaea",55.5451,10000,7.90564456016024,55,4,"null",-1
"bact",55.7215,10000,18.6723646994789,54,4,"null",-1
"euk",61.0489,10000,37.1993694583498,55,4,"null",-1
"viruses",55.4737,10000,7.89114284014251,55,4,"null",-1
"archaea",55.5593,10000,7.85254415810414,55,5,"null",-1
"bact",55.7268,10000,18.6546016086144,54,5,"null",-1
"euk",61.1549,10000,37.2993998680012,55,5,"null",-1
"viruses",55.449,10000,7.84324873091919,55,5,"null",-1
"archaea",55.4921,10000,7.97313581218005,55,6,"null",-1
"bact",55.7171,10000,18.7733084804232,54,6,"null",-1
"euk",61.0372,10000,37.121083142082,55,6,"null",-1
"viruses",55.4587,10000,7.96582950821667,55,6,"null",-1
"archaea",55.5045,10000,8.00585967457043,55,7,"null",-1
"bact",55.6915,10000,18.6640660759184,54,7,"null",-1
"euk",61.0733,10000,37.2331459566041,55,7,"null",-1
"viruses",55.4677,10000,7.90917266287828,55,7,"null",-1
"archaea",55.5434,10000,7.90694431603269,55,8,"null",-1
"bact",55.6846,10000,18.6032021639576,54,8,"null",-1
"euk",61.0447,10000,37.0785407443224,55,8,"null",-1
"viruses",55.4737,10000,7.98383883092888,55,8,"null",-1
"archaea",55.5793,10000,7.87575483756485,55,9,"null",-1
"bact",55.7145,10000,18.7684313449877,54,9,"null",-1
"euk",61.147,10000,37.3227449382943,55,9,"null",-1
"viruses",55.4242,10000,7.97789565248281,55,9,"null",-1
"archaea",55.5233,10000,7.775043552304,55,10,"null",-1
"bact",55.6781,10000,18.6458318960219,54,10,"null",-1
"euk",61.0176,10000,37.1791005645898,55,10,"null",-1
"viruses",55.4982,10000,7.86256820370264,55,10,"null",-1
"archaea",37.4441,10000,24.2831761195739,45,-1,"observed",1
"bact",43.991,10000,26.1316781983199,45,-1,"observed",1
"euk",48.939,10000,11.3673919946519,48,-1,"observed",1
"viruses",48.4197,10000,13.6240417410303,48,-1,"observed",1
