"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"Actinobacteria",51.4026548672566,226,3.91938680412561,52,1,"null",-1
"Bacteroidetes/Chlorobi group",53.5840707964602,226,3.66418258573891,54,1,"null",-1
"Firmicutes",55.8849557522124,226,3.70165659584854,56,1,"null",-1
"Proteobacteria",54.8982300884956,226,3.57936014892507,55,1,"null",-1
"Actinobacteria",51.1150442477876,226,4.0469515822585,51.5,2,"null",-1
"Bacteroidetes/Chlorobi group",53.5398230088496,226,3.49993116943135,54,2,"null",-1
"Firmicutes",56.1725663716814,226,3.55794566912764,56,2,"null",-1
"Proteobacteria",54.7477876106195,226,3.67733230227524,55,2,"null",-1
"Actinobacteria",51.216814159292,226,4.00131984124944,51,3,"null",-1
"Bacteroidetes/Chlorobi group",53.7345132743363,226,3.62955203630799,54,3,"null",-1
"Firmicutes",55.8230088495575,226,3.45827211446686,56,3,"null",-1
"Proteobacteria",55.1194690265487,226,3.61956064631741,55,3,"null",-1
"Actinobacteria",51.6327433628319,226,3.99584100401908,52,4,"null",-1
"Bacteroidetes/Chlorobi group",53.8849557522124,226,3.76002887078604,54,4,"null",-1
"Firmicutes",55.9557522123894,226,3.36092416002497,56,4,"null",-1
"Proteobacteria",54.7345132743363,226,3.2510311502388,55,4,"null",-1
"Actinobacteria",51.2699115044248,226,4.14006730929185,51.5,5,"null",-1
"Bacteroidetes/Chlorobi group",53.5221238938053,226,3.79144615067536,54,5,"null",-1
"Firmicutes",55.8407079646018,226,3.45141870136239,56,5,"null",-1
"Proteobacteria",54.4734513274336,226,3.47328900033422,55,5,"null",-1
"Actinobacteria",51.4159292035398,226,3.66054194825924,52,6,"null",-1
"Bacteroidetes/Chlorobi group",54.0575221238938,226,3.54792722735677,54,6,"null",-1
"Firmicutes",56.0442477876106,226,3.75680568930805,56,6,"null",-1
"Proteobacteria",54.9115044247788,226,3.6296495628186,55,6,"null",-1
"Actinobacteria",51.7079646017699,226,3.8785596775188,52,7,"null",-1
"Bacteroidetes/Chlorobi group",53.929203539823,226,3.7823374646064,54,7,"null",-1
"Firmicutes",56.070796460177,226,3.26657636381114,56,7,"null",-1
"Proteobacteria",54.9070796460177,226,3.73395749101934,55,7,"null",-1
"Actinobacteria",51.8053097345133,226,3.78149507665279,52,8,"null",-1
"Bacteroidetes/Chlorobi group",54.0176991150442,226,3.55022954096074,54,8,"null",-1
"Firmicutes",55.9734513274336,226,3.3650759991184,56,8,"null",-1
"Proteobacteria",54.4247787610619,226,3.81064079705358,54,8,"null",-1
"Actinobacteria",51.4513274336283,226,3.80874117540161,52,9,"null",-1
"Bacteroidetes/Chlorobi group",53.783185840708,226,3.4540643410302,54,9,"null",-1
"Firmicutes",55.9557522123894,226,3.5084390464668,56,9,"null",-1
"Proteobacteria",55.0663716814159,226,3.53773588913007,55,9,"null",-1
"Actinobacteria",51.358407079646,226,3.88956954290641,52,10,"null",-1
"Bacteroidetes/Chlorobi group",53.7256637168142,226,3.50427748168338,54,10,"null",-1
"Firmicutes",56.0840707964602,226,3.53232857089249,56,10,"null",-1
"Proteobacteria",55.0752212389381,226,3.48183938549603,55,10,"null",-1
"Actinobacteria",52.7035398230088,226,3.87535642411929,53,1,"null",-1
"Bacteroidetes/Chlorobi group",52.9203539823009,226,3.58426584559759,53,1,"null",-1
"Firmicutes",56.4690265486726,226,3.29597949416538,56,1,"null",-1
"Proteobacteria",53.8672566371681,226,3.69745720378812,54,1,"null",-1
"Actinobacteria",52.0265486725664,226,3.74868315128547,52,2,"null",-1
"Bacteroidetes/Chlorobi group",53.2522123893805,226,3.79626945174415,53,2,"null",-1
"Firmicutes",56.3893805309735,226,3.46905975943808,57,2,"null",-1
"Proteobacteria",54.1946902654867,226,3.85252219162609,54,2,"null",-1
"Actinobacteria",52.3053097345133,226,3.71898052238249,52,3,"null",-1
"Bacteroidetes/Chlorobi group",52.858407079646,226,3.54618356769244,53,3,"null",-1
"Firmicutes",56.5265486725664,226,3.27029778322308,57,3,"null",-1
"Proteobacteria",54.3893805309735,226,3.5438425556163,54,3,"null",-1
"Actinobacteria",52.3761061946903,226,3.77890693981523,52,4,"null",-1
"Bacteroidetes/Chlorobi group",53.0929203539823,226,3.75058435302872,53,4,"null",-1
"Firmicutes",56.4115044247788,226,3.53819168408294,56,4,"null",-1
"Proteobacteria",54.0619469026549,226,3.78601681240784,54,4,"null",-1
"Actinobacteria",52.2743362831858,226,3.59937719948727,52,5,"null",-1
"Bacteroidetes/Chlorobi group",52.8097345132743,226,3.87058340941046,53,5,"null",-1
"Firmicutes",56.3938053097345,226,3.5602442659231,56,5,"null",-1
"Proteobacteria",54.4159292035398,226,3.69678698623984,55,5,"null",-1
"Actinobacteria",52.2964601769912,226,3.86846921670954,52,6,"null",-1
"Bacteroidetes/Chlorobi group",52.8053097345133,226,3.77325890875872,53,6,"null",-1
"Firmicutes",56.1946902654867,226,3.69229445576631,56,6,"null",-1
"Proteobacteria",54.2212389380531,226,3.74102662861255,54,6,"null",-1
"Actinobacteria",52.2433628318584,226,4.03738916971945,52,7,"null",-1
"Bacteroidetes/Chlorobi group",52.6371681415929,226,3.75247935081186,53,7,"null",-1
"Firmicutes",56.4424778761062,226,3.32916553601274,56,7,"null",-1
"Proteobacteria",54.5088495575221,226,3.65907231769958,55,7,"null",-1
"Actinobacteria",52.2654867256637,226,3.90103735289883,52,8,"null",-1
"Bacteroidetes/Chlorobi group",52.8008849557522,226,4.01000959988258,53,8,"null",-1
"Firmicutes",56.3628318584071,226,3.49745798965199,56,8,"null",-1
"Proteobacteria",54.2787610619469,226,3.87667558216077,54,8,"null",-1
"Actinobacteria",52.5530973451327,226,4.00769417321698,53,9,"null",-1
"Bacteroidetes/Chlorobi group",52.9469026548673,226,3.79787240547383,53,9,"null",-1
"Firmicutes",56.1946902654867,226,3.45731663983538,56,9,"null",-1
"Proteobacteria",54.0796460176991,226,3.88876808352889,54,9,"null",-1
"Actinobacteria",52.6106194690265,226,3.67558582679117,53,10,"null",-1
"Bacteroidetes/Chlorobi group",53.1061946902655,226,3.77915412489422,53,10,"null",-1
"Firmicutes",56.3672566371681,226,3.35361675350661,57,10,"null",-1
"Proteobacteria",54.3318584070796,226,3.57031627573122,55,10,"null",-1
"Actinobacteria",51.6150442477876,226,3.57988755227344,51,1,"null",-1
"Bacteroidetes/Chlorobi group",54.3097345132743,226,3.4617391801558,54,1,"null",-1
"Firmicutes",55.4823008849558,226,3.66995561798161,56,1,"null",-1
"Proteobacteria",54.9203539823009,226,3.60034959517447,55,1,"null",-1
"Actinobacteria",51.8805309734513,226,3.94505278730107,52,2,"null",-1
"Bacteroidetes/Chlorobi group",54.2345132743363,226,3.51667190929162,54,2,"null",-1
"Firmicutes",55.9026548672566,226,3.59620689497491,56,2,"null",-1
"Proteobacteria",54.9778761061947,226,3.85912447211136,55,2,"null",-1
"Actinobacteria",52.0575221238938,226,3.8564532999978,52,3,"null",-1
"Bacteroidetes/Chlorobi group",53.4734513274336,226,3.64194130647965,54,3,"null",-1
"Firmicutes",55.8097345132743,226,3.86368769388394,56,3,"null",-1
"Proteobacteria",55.0796460176991,226,3.40233016340365,55,3,"null",-1
"Actinobacteria",51.6371681415929,226,3.71079373815877,52,4,"null",-1
"Bacteroidetes/Chlorobi group",54.0398230088496,226,3.75389669716408,54,4,"null",-1
"Firmicutes",55.3185840707965,226,3.62893430754213,56,4,"null",-1
"Proteobacteria",54.6327433628319,226,3.66394911361743,55,4,"null",-1
"Actinobacteria",51.8938053097345,226,3.9606123698425,52,5,"null",-1
"Bacteroidetes/Chlorobi group",53.8230088495575,226,3.7147874794797,54,5,"null",-1
"Firmicutes",55.4823008849558,226,3.43603725470673,55,5,"null",-1
"Proteobacteria",54.787610619469,226,3.88833315315588,55,5,"null",-1
"Actinobacteria",52.0353982300885,226,3.94502038533491,52,6,"null",-1
"Bacteroidetes/Chlorobi group",53.4823008849558,226,3.76441183456021,53,6,"null",-1
"Firmicutes",55.4247787610619,226,3.77313382213309,55.5,6,"null",-1
"Proteobacteria",55.0132743362832,226,3.49027867527391,55,6,"null",-1
