"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.3410341034103,9999,6.14301674274761,55,1,"null",-1
"bact",55.5106510651065,9999,17.4323446183792,54,1,"null",-1
"euk",61.5314531453145,9999,37.9402461543706,55,1,"null",-1
"viruses",55.1932193219322,9999,6.60277133822395,55,1,"null",-1
"archaea",55.2858285828583,9999,6.14728135069642,55,2,"null",-1
"bact",55.4344434443444,9999,17.5180950590718,54,2,"null",-1
"euk",61.5295529552955,9999,37.9830678644979,55,2,"null",-1
"viruses",55.2358235823582,9999,6.53090524689715,55,2,"null",-1
"archaea",55.3564356435644,9999,6.09740945131923,55,3,"null",-1
"bact",55.4781478147815,9999,17.4795825090501,54,3,"null",-1
"euk",61.5536553655366,9999,37.994955187677,55,3,"null",-1
"viruses",55.2948294829483,9999,6.45485997616441,55,3,"null",-1
"archaea",55.3111311131113,9999,6.29978131046015,55,4,"null",-1
"bact",55.4538453845385,9999,17.4801131528278,54,4,"null",-1
"euk",61.5338533853385,9999,37.9532939224887,55,4,"null",-1
"viruses",55.2148214821482,9999,6.60829707743888,55,4,"null",-1
"archaea",55.3675367536754,9999,6.23167690131836,55,5,"null",-1
"bact",55.4643464346435,9999,17.6938101644056,54,5,"null",-1
"euk",61.5297529752975,9999,37.9578615006025,55,5,"null",-1
"viruses",55.2394239423942,9999,6.45870148506381,55,5,"null",-1
"archaea",55.3761376137614,9999,6.04998802597883,55,6,"null",-1
"bact",55.4856485648565,9999,17.4582280602101,54,6,"null",-1
"euk",61.5188518851885,9999,37.8879389624948,55,6,"null",-1
"viruses",55.1720172017202,9999,6.5292678999384,55,6,"null",-1
"archaea",55.3748374837484,9999,6.23604751175012,55,7,"null",-1
"bact",55.5379537953795,9999,17.6398857073117,54,7,"null",-1
"euk",61.5460546054605,9999,38.0080541020024,55,7,"null",-1
"viruses",55.2031203120312,9999,6.64507920796754,55,7,"null",-1
"archaea",55.3459345934593,9999,6.22060932869172,55,8,"null",-1
"bact",55.4684468446845,9999,17.5335753556113,54,8,"null",-1
"euk",61.5141514151415,9999,38.0241547180983,55,8,"null",-1
"viruses",55.2502250225022,9999,6.54661479945448,55,8,"null",-1
"archaea",55.3695369536954,9999,6.13180853507281,55,9,"null",-1
"bact",55.5346534653465,9999,17.4147589424382,54,9,"null",-1
"euk",61.5238523852385,9999,37.9577497261556,55,9,"null",-1
"viruses",55.2578257825783,9999,6.54529607377619,55,9,"null",-1
"archaea",55.3419341934193,9999,6.24091199231083,55,10,"null",-1
"bact",55.4792479247925,9999,17.6446368916067,54,10,"null",-1
"euk",61.5650565056506,9999,38.1079359980505,55,10,"null",-1
"viruses",55.2183218321832,9999,6.44258812375748,55,10,"null",-1
"archaea",37.0910091009101,9999,23.0171865428224,44,-1,"observed",1
"bact",43.3710371037104,9999,25.56356869538,44,-1,"observed",1
"euk",48.6431643164316,9999,10.0362057628033,48,-1,"observed",1
"viruses",48.2677267726773,9999,12.0458561369862,48,-1,"observed",1
