"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.7842,10000,10.5228847504069,55,1,"null",-1
"bact",55.7347,10000,18.8119883319255,54,1,"null",-1
"euk",62.4228,10000,44.2939638741394,54,1,"null",-1
"viruses",55.6556,10000,9.1000367970119,55,1,"null",-1
"archaea",55.7448,10000,10.5816761501671,55,2,"null",-1
"bact",55.767,10000,18.6414178979531,54,2,"null",-1
"euk",62.4001,10000,44.1639951299312,54,2,"null",-1
"viruses",55.5967,10000,9.02821133835474,55,2,"null",-1
"archaea",55.8268,10000,10.6951690226963,55,3,"null",-1
"bact",55.8194,10000,18.7736791477556,55,3,"null",-1
"euk",62.4735,10000,44.313619435076,54,3,"null",-1
"viruses",55.6134,10000,8.99027379684814,55,3,"null",-1
"archaea",55.8303,10000,10.6760151573499,55,4,"null",-1
"bact",55.7553,10000,18.8299303912111,54,4,"null",-1
"euk",62.4,10000,44.1724860162079,54,4,"null",-1
"viruses",55.6695,10000,9.0048419457449,55,4,"null",-1
"archaea",55.7768,10000,10.5449751735194,55,5,"null",-1
"bact",55.8287,10000,18.9246920901522,54,5,"null",-1
"euk",62.4663,10000,44.0300593790525,54,5,"null",-1
"viruses",55.6668,10000,8.97814226128359,55,5,"null",-1
"archaea",55.7732,10000,10.6649020517573,55,6,"null",-1
"bact",55.7241,10000,18.8060933238302,54,6,"null",-1
"euk",62.4076,10000,44.2359101162662,54,6,"null",-1
"viruses",55.6403,10000,8.99268606981668,55,6,"null",-1
"archaea",55.7955,10000,10.5734033989035,55,7,"null",-1
"bact",55.8144,10000,18.7960230285071,54,7,"null",-1
"euk",62.4441,10000,44.3909194606629,54,7,"null",-1
"viruses",55.7094,10000,8.9285342308999,56,7,"null",-1
"archaea",55.8158,10000,10.6577591051269,55,8,"null",-1
"bact",55.7412,10000,18.8812571813234,54,8,"null",-1
"euk",62.463,10000,44.2483629387831,54,8,"null",-1
"viruses",55.7432,10000,8.81161836564783,56,8,"null",-1
"archaea",55.7952,10000,10.6185466196289,55,9,"null",-1
"bact",55.7859,10000,18.6271349972512,54,9,"null",-1
"euk",62.4127,10000,44.0611724469713,54,9,"null",-1
"viruses",55.6998,10000,9.15597417789689,55,9,"null",-1
"archaea",55.7999,10000,10.5902443464507,55,10,"null",-1
"bact",55.7999,10000,18.7951745362629,54,10,"null",-1
"euk",62.4592,10000,44.2958637765962,54,10,"null",-1
"viruses",55.6879,10000,8.93321184218653,55,10,"null",-1
"archaea",37.7445,10000,26.1242926720851,45,-1,"observed",1
"bact",43.8178,10000,27.320780473196,45,-1,"observed",1
"euk",49.0537,10000,10.5895151018831,48,-1,"observed",1
"viruses",48.8389,10000,14.4149965661668,48,-1,"observed",1
