"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.93,10000,8.39774685348526,56,1,"null",-1
"bact",54.3616,10000,14.1585342408452,53,1,"null",-1
"euk",57.6056,10000,29.6833784959848,53,1,"null",-1
"viruses",54.5967,10000,6.90501390525053,54,1,"null",-1
"archaea",55.9201,10000,8.32460484915587,56,2,"null",-1
"bact",54.317,10000,14.15252417041,53,2,"null",-1
"euk",57.5834,10000,29.6820812449987,53,2,"null",-1
"viruses",54.5752,10000,6.9802734460577,55,2,"null",-1
"archaea",55.9377,10000,8.2923154160642,56,3,"null",-1
"bact",54.3317,10000,14.029845286598,53,3,"null",-1
"euk",57.5931,10000,29.665214222781,53,3,"null",-1
"viruses",54.5798,10000,6.94106978822289,54,3,"null",-1
"archaea",55.9346,10000,8.35140092617658,56,4,"null",-1
"bact",54.3648,10000,14.2410533922239,53,4,"null",-1
"euk",57.5551,10000,29.8352539494442,53,4,"null",-1
"viruses",54.5891,10000,6.99129093979792,54,4,"null",-1
"archaea",55.942,10000,8.37010405336675,56,5,"null",-1
"bact",54.393,10000,14.2427608497672,53,5,"null",-1
"euk",57.5672,10000,29.8340659533549,53,5,"null",-1
"viruses",54.5417,10000,7.11341838936233,54,5,"null",-1
"archaea",55.9729,10000,8.23040336459608,56,6,"null",-1
"bact",54.3471,10000,14.2815131464343,53,6,"null",-1
"euk",57.5645,10000,29.6082506170233,53,6,"null",-1
"viruses",54.5947,10000,7.0511420188773,54,6,"null",-1
"archaea",55.9675,10000,8.26920079077608,56,7,"null",-1
"bact",54.41,10000,14.1542761861367,53,7,"null",-1
"euk",57.6357,10000,29.6944230687538,53,7,"null",-1
"viruses",54.6649,10000,6.99943620591831,55,7,"null",-1
"archaea",55.9536,10000,8.27939018709633,56,8,"null",-1
"bact",54.4239,10000,14.188394547798,54,8,"null",-1
"euk",57.5466,10000,29.7230108531659,53,8,"null",-1
"viruses",54.6316,10000,7.00785219872993,54,8,"null",-1
"archaea",55.9592,10000,8.24603753772121,56,9,"null",-1
"bact",54.3586,10000,14.2405437167453,53,9,"null",-1
"euk",57.6055,10000,29.8146132100701,53,9,"null",-1
"viruses",54.603,10000,7.04090537039403,54,9,"null",-1
"archaea",55.9142,10000,8.16984167480002,56,10,"null",-1
"bact",54.3167,10000,14.2585459189629,53,10,"null",-1
"euk",57.5601,10000,29.6509174509081,53,10,"null",-1
"viruses",54.5541,10000,7.13968981868755,54,10,"null",-1
"archaea",25.0354,10000,25.2343025233983,23,-1,"observed",1
"bact",27.4649,10000,27.2602509181044,23,-1,"observed",1
"euk",33.8396,10000,16.2292516987405,33,-1,"observed",1
"viruses",36.0024,10000,18.709446773752,35,-1,"observed",1
