"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"Baculoviridae",60.8481012658228,237,2.96914332047114,61,1,"null",-1
"Herpesviridae",60.4725738396624,237,3.31347513946026,61,1,"null",-1
"Myoviridae",59.7257383966245,237,3.01350983199738,60,1,"null",-1
"Podoviridae",59.6666666666667,237,3.08953034296687,60,1,"null",-1
"Poxviridae",59.4135021097046,237,3.14849761942572,60,1,"null",-1
"Siphoviridae",59.2362869198312,237,3.29018051929246,60,1,"null",-1
"Baculoviridae",61.2025316455696,237,3.08651967968851,61,2,"null",-1
"Herpesviridae",60.3037974683544,237,3.15431274732859,60,2,"null",-1
"Myoviridae",59.6666666666667,237,3.28495973369194,60,2,"null",-1
"Podoviridae",59.6666666666667,237,3.2237641612301,60,2,"null",-1
"Poxviridae",59.6244725738397,237,3.29070214229228,60,2,"null",-1
"Siphoviridae",59.4725738396624,237,3.19365879249366,59,2,"null",-1
"Baculoviridae",60.6033755274262,237,2.94779240838935,61,3,"null",-1
"Herpesviridae",60.3248945147679,237,2.95444445605438,61,3,"null",-1
"Myoviridae",60.126582278481,237,3.07270827626714,60,3,"null",-1
"Podoviridae",59.4810126582278,237,3.14289928558499,60,3,"null",-1
"Poxviridae",60.0464135021097,237,3.28871301103782,60,3,"null",-1
"Siphoviridae",59.620253164557,237,3.08483358395893,60,3,"null",-1
"Baculoviridae",60.6455696202532,237,3.226103705567,61,4,"null",-1
"Herpesviridae",60.4303797468354,237,2.92135711571765,61,4,"null",-1
"Myoviridae",60.0464135021097,237,3.20519272238247,60,4,"null",-1
"Podoviridae",59.4514767932489,237,3.26037586421293,59,4,"null",-1
"Poxviridae",59.6877637130802,237,3.14675950805889,60,4,"null",-1
"Siphoviridae",59.6751054852321,237,2.98014838838468,60,4,"null",-1
"Baculoviridae",60.746835443038,237,3.12237016569462,61,5,"null",-1
"Herpesviridae",60.3037974683544,237,3.31925978467024,60,5,"null",-1
"Myoviridae",59.9915611814346,237,3.01126636064595,60,5,"null",-1
"Podoviridae",59.6666666666667,237,3.0089320890283,60,5,"null",-1
"Poxviridae",59.8860759493671,237,3.05453542379593,60,5,"null",-1
"Siphoviridae",59.5991561181435,237,3.28899025720122,60,5,"null",-1
"Baculoviridae",60.8860759493671,237,3.05175973868878,61,6,"null",-1
"Herpesviridae",60.7383966244726,237,3.23105992914883,61,6,"null",-1
"Myoviridae",60.1097046413502,237,3.22539426004521,61,6,"null",-1
"Podoviridae",59.6835443037975,237,3.11316628753331,60,6,"null",-1
"Poxviridae",59.6286919831224,237,3.40072580395813,60,6,"null",-1
"Siphoviridae",59.7130801687764,237,3.02845925717341,60,6,"null",-1
"Baculoviridae",60.8438818565401,237,3.08579552463887,61,7,"null",-1
"Herpesviridae",60.6666666666667,237,3.19339006590087,61,7,"null",-1
"Myoviridae",59.8565400843882,237,3.38686543425993,60,7,"null",-1
"Podoviridae",59.9113924050633,237,3.14557749845011,60,7,"null",-1
"Poxviridae",59.8101265822785,237,3.52259997404323,60,7,"null",-1
"Siphoviridae",59.7341772151899,237,3.19974387518232,60,7,"null",-1
"Baculoviridae",60.57805907173,237,3.18617638332348,61,8,"null",-1
"Herpesviridae",60.2995780590717,237,3.02792788534314,60,8,"null",-1
"Myoviridae",59.6708860759494,237,3.25623854558905,60,8,"null",-1
"Podoviridae",59.4683544303797,237,3.4708304202381,59,8,"null",-1
"Poxviridae",59.6751054852321,237,3.22594298548585,60,8,"null",-1
"Siphoviridae",59.6666666666667,237,3.45102948694647,60,8,"null",-1
"Baculoviridae",60.5991561181435,237,3.1006559114897,61,9,"null",-1
"Herpesviridae",60.6708860759494,237,3.03812575609498,61,9,"null",-1
"Myoviridae",60.0126582278481,237,3.14545813625522,60,9,"null",-1
"Podoviridae",59.6413502109705,237,3.20917300710704,60,9,"null",-1
"Poxviridae",59.8143459915612,237,2.9471554970599,60,9,"null",-1
"Siphoviridae",60.0675105485232,237,3.15618831956756,60,9,"null",-1
"Baculoviridae",60.8270042194093,237,3.10269645780959,61,10,"null",-1
"Herpesviridae",60.6751054852321,237,3.10820614402278,61,10,"null",-1
"Myoviridae",59.8860759493671,237,3.1928973417392,60,10,"null",-1
"Podoviridae",59.873417721519,237,3.21160668621996,60,10,"null",-1
"Poxviridae",59.8523206751055,237,3.18220104486691,60,10,"null",-1
"Siphoviridae",59.4936708860759,237,3.26722327185857,60,10,"null",-1
"Baculoviridae",59.9915611814346,237,3.04485055877401,60,1,"null",-1
