"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"dsDNA viruses, no RNA stage",57.4090909090909,88,3.6691831394986,58,1,"null",-1
"dsRNA viruses",51.5795454545455,88,3.98191772347582,52,1,"null",-1
"ssDNA viruses",55.9090909090909,88,3.86149980878541,55.5,1,"null",-1
"ssRNA viruses",50.75,88,4.10564511850214,51,1,"null",-1
"dsDNA viruses, no RNA stage",57.0681818181818,88,3.58411390978109,57,2,"null",-1
"dsRNA viruses",51.6931818181818,88,4.2867289314907,52,2,"null",-1
"ssDNA viruses",56.0909090909091,88,3.70037700358383,56,2,"null",-1
"ssRNA viruses",50.7272727272727,88,3.94714292926862,51,2,"null",-1
"dsDNA viruses, no RNA stage",57.125,88,3.16885889030526,58,3,"null",-1
"dsRNA viruses",51.625,88,3.43849907111649,52,3,"null",-1
"ssDNA viruses",56.625,88,4.24890114259443,57,3,"null",-1
"ssRNA viruses",51.4204545454545,88,3.92376077782378,51,3,"null",-1
"dsDNA viruses, no RNA stage",56.7045454545455,88,3.67082029389809,57,4,"null",-1
"dsRNA viruses",51.3181818181818,88,4.5449111482924,51,4,"null",-1
"ssDNA viruses",56.5340909090909,88,3.43728328850469,57,4,"null",-1
"ssRNA viruses",50.8636363636364,88,3.77889425590121,51,4,"null",-1
"dsDNA viruses, no RNA stage",57.1022727272727,88,3.79667057025202,57.5,5,"null",-1
"dsRNA viruses",51.3181818181818,88,4.03588915282847,52,5,"null",-1
"ssDNA viruses",56.6136363636364,88,3.62123944673871,56,5,"null",-1
"ssRNA viruses",50.3295454545455,88,3.68819674004959,50,5,"null",-1
"dsDNA viruses, no RNA stage",57.3068181818182,88,3.29526987555937,57,6,"null",-1
"dsRNA viruses",51.5454545454545,88,4.40978298762083,52,6,"null",-1
"ssDNA viruses",56.8522727272727,88,3.47913244810133,57,6,"null",-1
"ssRNA viruses",51.2159090909091,88,3.37825658511294,51,6,"null",-1
"dsDNA viruses, no RNA stage",56.625,88,3.44517820635787,57,7,"null",-1
"dsRNA viruses",51.2840909090909,88,3.67016196089856,51,7,"null",-1
"ssDNA viruses",56.0909090909091,88,3.74974746624437,56,7,"null",-1
"ssRNA viruses",51.0568181818182,88,3.90801697235533,50.5,7,"null",-1
"dsDNA viruses, no RNA stage",57.5340909090909,88,3.55239554478145,58,8,"null",-1
"dsRNA viruses",51.4545454545455,88,4.38101728308526,51.5,8,"null",-1
"ssDNA viruses",56.9545454545455,88,3.35935506573513,57,8,"null",-1
"ssRNA viruses",50.8863636363636,88,4.16452400498398,51,8,"null",-1
"dsDNA viruses, no RNA stage",57.625,88,3.6145062141894,57,9,"null",-1
"dsRNA viruses",51.2613636363636,88,3.55739255597174,51,9,"null",-1
"ssDNA viruses",56.1136363636364,88,3.88167465395057,56.5,9,"null",-1
"ssRNA viruses",50.6590909090909,88,3.82335942921587,51,9,"null",-1
"dsDNA viruses, no RNA stage",57.5340909090909,88,3.32855587628112,58,10,"null",-1
"dsRNA viruses",51.5795454545455,88,3.82286403710438,52,10,"null",-1
"ssDNA viruses",56.1931818181818,88,3.09563264677894,57,10,"null",-1
"ssRNA viruses",51.1363636363636,88,4.38173276537584,51.5,10,"null",-1
"dsDNA viruses, no RNA stage",58.4431818181818,88,2.89215329455509,59,1,"null",-1
"dsRNA viruses",51.5,88,3.47734870598111,52,1,"null",-1
"ssDNA viruses",56.4659090909091,88,3.66389298530027,56.5,1,"null",-1
"ssRNA viruses",49.4090909090909,88,3.93229003395995,49,1,"null",-1
"dsDNA viruses, no RNA stage",58.1477272727273,88,3.51201475636177,58,2,"null",-1
"dsRNA viruses",52.2159090909091,88,3.92296177002935,52,2,"null",-1
"ssDNA viruses",57.0681818181818,88,3.27931677263692,57,2,"null",-1
"ssRNA viruses",49.7727272727273,88,4.03070762655168,50,2,"null",-1
"dsDNA viruses, no RNA stage",58.3295454545455,88,3.58708279935164,59,3,"null",-1
"dsRNA viruses",50.9545454545455,88,3.58768356383781,51,3,"null",-1
"ssDNA viruses",56.6477272727273,88,3.33921242255203,57,3,"null",-1
"ssRNA viruses",49.2159090909091,88,4.3163651791127,50,3,"null",-1
"dsDNA viruses, no RNA stage",58.1931818181818,88,3.05827670859461,58,4,"null",-1
"dsRNA viruses",51.25,88,3.57272554446769,51,4,"null",-1
"ssDNA viruses",56.9431818181818,88,3.84874350162164,57,4,"null",-1
"ssRNA viruses",49.4090909090909,88,3.70037700358383,49,4,"null",-1
"dsDNA viruses, no RNA stage",58.0909090909091,88,3.26470629766773,58,5,"null",-1
"dsRNA viruses",51.1022727272727,88,3.73870643536269,51,5,"null",-1
"ssDNA viruses",55.9090909090909,88,3.05744376603154,56,5,"null",-1
"ssRNA viruses",48.8295454545455,88,3.97758544822234,49,5,"null",-1
"dsDNA viruses, no RNA stage",57.7386363636364,88,3.13120856613537,58,6,"null",-1
"dsRNA viruses",52,88,3.65463019183617,52,6,"null",-1
"ssDNA viruses",56.75,88,3.48477806480119,57,6,"null",-1
"ssRNA viruses",49.2727272727273,88,3.77142088144439,49,6,"null",-1
"dsDNA viruses, no RNA stage",58.4772727272727,88,3.50361807321029,58.5,7,"null",-1
"dsRNA viruses",51.9431818181818,88,3.68082310430464,52,7,"null",-1
"ssDNA viruses",56.6022727272727,88,3.65003471161978,56,7,"null",-1
